{'loss': 20.197, 'grad_norm': 95521.5, 'learning_rate': 4.9984472049689445e-05, 'epoch': 0.0}
{'loss': 2.061, 'grad_norm': 0.501240074634552, 'learning_rate': 1.2096273291925466e-05, 'epoch': 3.03}
{'loss': 2.1475, 'grad_norm': 0.4962379038333893, 'learning_rate': 1.2080745341614907e-05, 'epoch': 3.03}
{'loss': 2.1202, 'grad_norm': 0.554090142250061, 'learning_rate': 1.2065217391304348e-05, 'epoch': 3.03}
{'loss': 2.066, 'grad_norm': 0.6810301542282104, 'learning_rate': 1.2049689440993788e-05, 'epoch': 3.04}
{'loss': 2.0792, 'grad_norm': 0.516661524772644, 'learning_rate': 1.2034161490683231e-05, 'epoch': 3.04}
{'loss': 2.159, 'grad_norm': 0.50248783826828, 'learning_rate': 1.2018633540372672e-05, 'epoch': 3.04}
{'loss': 2.1054, 'grad_norm': 0.5193285942077637, 'learning_rate': 1.2003105590062112e-05, 'epoch': 3.04}
{'loss': 2.1344, 'grad_norm': 0.5240834355354309, 'learning_rate': 1.1987577639751553e-05, 'epoch': 3.04}
{'loss': 2.1338, 'grad_norm': 0.6248358488082886, 'learning_rate': 1.1972049689440994e-05, 'epoch': 3.04}
{'loss': 2.1904, 'grad_norm': 0.5371366739273071, 'learning_rate': 1.1956521739130435e-05, 'epoch': 3.04}
{'loss': 2.1744, 'grad_norm': 0.5918059349060059, 'learning_rate': 1.1940993788819877e-05, 'epoch': 3.04}
{'loss': 2.097, 'grad_norm': 0.6059429049491882, 'learning_rate': 1.1925465838509318e-05, 'epoch': 3.05}
{'loss': 2.1442, 'grad_norm': 1.0459331274032593, 'learning_rate': 1.1909937888198757e-05, 'epoch': 3.05}
{'loss': 2.097, 'grad_norm': 0.504578173160553, 'learning_rate': 1.18944099378882e-05, 'epoch': 3.05}
{'loss': 2.1192, 'grad_norm': 0.5249095559120178, 'learning_rate': 1.187888198757764e-05, 'epoch': 3.05}
{'loss': 2.0908, 'grad_norm': 0.5072014331817627, 'learning_rate': 1.1863354037267081e-05, 'epoch': 3.05}
{'loss': 2.138, 'grad_norm': 0.5190829634666443, 'learning_rate': 1.1847826086956522e-05, 'epoch': 3.05}
{'loss': 2.0996, 'grad_norm': 0.517085611820221, 'learning_rate': 1.1832298136645964e-05, 'epoch': 3.05}
{'loss': 2.1511, 'grad_norm': 1.5190424919128418, 'learning_rate': 1.1816770186335405e-05, 'epoch': 3.05}
{'loss': 2.0818, 'grad_norm': 1.0079214572906494, 'learning_rate': 1.1801242236024846e-05, 'epoch': 3.06}
{'loss': 2.0452, 'grad_norm': 0.5602601170539856, 'learning_rate': 1.1785714285714286e-05, 'epoch': 3.06}
{'loss': 2.1326, 'grad_norm': 0.5469936728477478, 'learning_rate': 1.1770186335403727e-05, 'epoch': 3.06}
{'loss': 2.1289, 'grad_norm': 0.5122972726821899, 'learning_rate': 1.1754658385093168e-05, 'epoch': 3.06}
{'loss': 2.1501, 'grad_norm': 0.6181917786598206, 'learning_rate': 1.173913043478261e-05, 'epoch': 3.06}
{'loss': 2.1369, 'grad_norm': 0.5429874658584595, 'learning_rate': 1.172360248447205e-05, 'epoch': 3.06}
{'loss': 2.1293, 'grad_norm': 0.520108163356781, 'learning_rate': 1.170807453416149e-05, 'epoch': 3.06}
{'loss': 2.124, 'grad_norm': 0.5428672432899475, 'learning_rate': 1.1692546583850931e-05, 'epoch': 3.06}
{'loss': 2.1705, 'grad_norm': 0.6055054068565369, 'learning_rate': 1.1677018633540374e-05, 'epoch': 3.07}
{'loss': 2.155, 'grad_norm': 0.5472240447998047, 'learning_rate': 1.1661490683229814e-05, 'epoch': 3.07}
{'loss': 2.1217, 'grad_norm': 0.5217923521995544, 'learning_rate': 1.1645962732919255e-05, 'epoch': 3.07}
{'loss': 2.053, 'grad_norm': 0.5714550614356995, 'learning_rate': 1.1630434782608696e-05, 'epoch': 3.07}
{'loss': 2.1498, 'grad_norm': 0.9753312468528748, 'learning_rate': 1.1614906832298138e-05, 'epoch': 3.07}
{'loss': 2.0421, 'grad_norm': 0.539862334728241, 'learning_rate': 1.1599378881987579e-05, 'epoch': 3.07}
{'loss': 2.1579, 'grad_norm': 0.5898416638374329, 'learning_rate': 1.1583850931677018e-05, 'epoch': 3.07}
{'loss': 2.1733, 'grad_norm': 0.5310699939727783, 'learning_rate': 1.156832298136646e-05, 'epoch': 3.07}
{'loss': 2.177, 'grad_norm': 0.5404870510101318, 'learning_rate': 1.15527950310559e-05, 'epoch': 3.08}
{'loss': 2.0316, 'grad_norm': 0.6070497632026672, 'learning_rate': 1.1537267080745342e-05, 'epoch': 3.08}
{'loss': 2.1451, 'grad_norm': 0.5508667826652527, 'learning_rate': 1.1521739130434783e-05, 'epoch': 3.08}
{'loss': 2.1241, 'grad_norm': 0.5560358166694641, 'learning_rate': 1.1506211180124225e-05, 'epoch': 3.08}
{'loss': 2.0209, 'grad_norm': 0.5165960788726807, 'learning_rate': 1.1490683229813664e-05, 'epoch': 3.08}
{'loss': 2.1516, 'grad_norm': 0.5393097996711731, 'learning_rate': 1.1475155279503107e-05, 'epoch': 3.08}
{'loss': 2.1318, 'grad_norm': 0.5659638047218323, 'learning_rate': 1.1459627329192547e-05, 'epoch': 3.08}
{'loss': 2.1353, 'grad_norm': 0.5340959429740906, 'learning_rate': 1.1444099378881988e-05, 'epoch': 3.08}
{'loss': 2.1248, 'grad_norm': 0.556500256061554, 'learning_rate': 1.1428571428571429e-05, 'epoch': 3.09}
{'loss': 2.0506, 'grad_norm': 0.5464720726013184, 'learning_rate': 1.141304347826087e-05, 'epoch': 3.09}
{'loss': 2.1603, 'grad_norm': 0.5169823169708252, 'learning_rate': 1.1397515527950311e-05, 'epoch': 3.09}
{'loss': 2.0702, 'grad_norm': 0.5159496068954468, 'learning_rate': 1.1381987577639753e-05, 'epoch': 3.09}
{'loss': 2.0753, 'grad_norm': 0.623851478099823, 'learning_rate': 1.1366459627329192e-05, 'epoch': 3.09}
{'loss': 2.1022, 'grad_norm': 0.5249250531196594, 'learning_rate': 1.1350931677018634e-05, 'epoch': 3.09}
{'loss': 2.1155, 'grad_norm': 0.5194689631462097, 'learning_rate': 1.1335403726708076e-05, 'epoch': 3.09}
{'loss': 2.0972, 'grad_norm': 0.5466630458831787, 'learning_rate': 1.1319875776397516e-05, 'epoch': 3.09}
{'loss': 2.0777, 'grad_norm': 0.5212273001670837, 'learning_rate': 1.1304347826086957e-05, 'epoch': 3.1}
{'loss': 2.0732, 'grad_norm': 0.5616151690483093, 'learning_rate': 1.1288819875776398e-05, 'epoch': 3.1}
{'loss': 2.1776, 'grad_norm': 0.515659749507904, 'learning_rate': 1.1273291925465838e-05, 'epoch': 3.1}
{'loss': 2.1302, 'grad_norm': 0.5848040580749512, 'learning_rate': 1.1257763975155281e-05, 'epoch': 3.1}
{'loss': 2.1539, 'grad_norm': 0.5446422696113586, 'learning_rate': 1.124223602484472e-05, 'epoch': 3.1}
{'loss': 2.1034, 'grad_norm': 0.5274770855903625, 'learning_rate': 1.1226708074534162e-05, 'epoch': 3.1}
{'loss': 2.1007, 'grad_norm': 0.5527420043945312, 'learning_rate': 1.1211180124223603e-05, 'epoch': 3.1}
{'loss': 2.1696, 'grad_norm': 0.5225648880004883, 'learning_rate': 1.1195652173913044e-05, 'epoch': 3.1}
{'loss': 2.132, 'grad_norm': 0.5413947105407715, 'learning_rate': 1.1180124223602485e-05, 'epoch': 3.11}
{'eval_loss': 1.6297035217285156, 'eval_runtime': 5.6344, 'eval_samples_per_second': 157.603, 'eval_steps_per_second': 9.939, 'epoch': 3.11}
{'loss': 2.1802, 'grad_norm': 0.5942778587341309, 'learning_rate': 1.1164596273291927e-05, 'epoch': 3.11}
{'loss': 2.1472, 'grad_norm': 0.5497882962226868, 'learning_rate': 1.1149068322981366e-05, 'epoch': 3.11}
{'loss': 2.1614, 'grad_norm': 0.5684365034103394, 'learning_rate': 1.1133540372670807e-05, 'epoch': 3.11}
{'loss': 2.1288, 'grad_norm': 0.5104268789291382, 'learning_rate': 1.1118012422360249e-05, 'epoch': 3.11}
{'loss': 2.1746, 'grad_norm': 0.5526005625724792, 'learning_rate': 1.110248447204969e-05, 'epoch': 3.11}
{'loss': 2.1043, 'grad_norm': 0.5369938611984253, 'learning_rate': 1.1086956521739131e-05, 'epoch': 3.11}
{'loss': 2.1682, 'grad_norm': 0.5666067600250244, 'learning_rate': 1.107142857142857e-05, 'epoch': 3.11}
{'loss': 2.2172, 'grad_norm': 0.6163159608840942, 'learning_rate': 1.1055900621118014e-05, 'epoch': 3.12}
{'loss': 2.0468, 'grad_norm': 0.5163652300834656, 'learning_rate': 1.1040372670807455e-05, 'epoch': 3.12}
{'loss': 2.168, 'grad_norm': 0.5115363597869873, 'learning_rate': 1.1024844720496894e-05, 'epoch': 3.12}
{'loss': 2.1494, 'grad_norm': 0.5742211937904358, 'learning_rate': 1.1009316770186336e-05, 'epoch': 3.12}
{'loss': 2.1557, 'grad_norm': 0.6575844287872314, 'learning_rate': 1.0993788819875777e-05, 'epoch': 3.12}
{'loss': 2.1142, 'grad_norm': 0.6351279020309448, 'learning_rate': 1.0978260869565218e-05, 'epoch': 3.12}
{'loss': 2.0807, 'grad_norm': 0.5968631505966187, 'learning_rate': 1.096273291925466e-05, 'epoch': 3.12}
{'loss': 2.161, 'grad_norm': 0.5472809672355652, 'learning_rate': 1.0947204968944099e-05, 'epoch': 3.12}
{'loss': 2.201, 'grad_norm': 0.5548268556594849, 'learning_rate': 1.093167701863354e-05, 'epoch': 3.12}
{'loss': 2.1271, 'grad_norm': 0.5548369288444519, 'learning_rate': 1.0916149068322983e-05, 'epoch': 3.13}
{'loss': 2.1485, 'grad_norm': 0.5313655138015747, 'learning_rate': 1.0900621118012423e-05, 'epoch': 3.13}
{'loss': 2.133, 'grad_norm': 0.5456956028938293, 'learning_rate': 1.0885093167701864e-05, 'epoch': 3.13}
{'loss': 2.1078, 'grad_norm': 0.5944346189498901, 'learning_rate': 1.0869565217391305e-05, 'epoch': 3.13}
{'loss': 2.1297, 'grad_norm': 0.6223926544189453, 'learning_rate': 1.0854037267080745e-05, 'epoch': 3.13}
{'loss': 2.0669, 'grad_norm': 0.5893284678459167, 'learning_rate': 1.0838509316770188e-05, 'epoch': 3.13}
{'loss': 2.1811, 'grad_norm': 0.6038790941238403, 'learning_rate': 1.0822981366459629e-05, 'epoch': 3.13}
{'loss': 2.1152, 'grad_norm': 0.5101802945137024, 'learning_rate': 1.0807453416149068e-05, 'epoch': 3.13}
{'loss': 2.146, 'grad_norm': 0.5430704355239868, 'learning_rate': 1.079192546583851e-05, 'epoch': 3.14}
{'loss': 2.1175, 'grad_norm': 0.5424778461456299, 'learning_rate': 1.077639751552795e-05, 'epoch': 3.14}
{'loss': 2.1468, 'grad_norm': 0.5628135204315186, 'learning_rate': 1.0760869565217392e-05, 'epoch': 3.14}
{'loss': 2.093, 'grad_norm': 0.6813560724258423, 'learning_rate': 1.0745341614906833e-05, 'epoch': 3.14}
{'loss': 2.1147, 'grad_norm': 0.5261795520782471, 'learning_rate': 1.0729813664596273e-05, 'epoch': 3.14}
{'loss': 2.1031, 'grad_norm': 0.4942237138748169, 'learning_rate': 1.0714285714285714e-05, 'epoch': 3.14}
{'loss': 2.1158, 'grad_norm': 0.5219025015830994, 'learning_rate': 1.0698757763975157e-05, 'epoch': 3.14}
{'loss': 2.1136, 'grad_norm': 0.5799046754837036, 'learning_rate': 1.0683229813664597e-05, 'epoch': 3.14}
{'loss': 2.1166, 'grad_norm': 0.8981667160987854, 'learning_rate': 1.0667701863354038e-05, 'epoch': 3.15}
{'loss': 2.0706, 'grad_norm': 0.518746018409729, 'learning_rate': 1.0652173913043479e-05, 'epoch': 3.15}
{'loss': 2.1022, 'grad_norm': 0.5351977348327637, 'learning_rate': 1.063664596273292e-05, 'epoch': 3.15}
{'loss': 2.1338, 'grad_norm': 0.5221982002258301, 'learning_rate': 1.0621118012422361e-05, 'epoch': 3.15}
{'loss': 2.09, 'grad_norm': 0.589622974395752, 'learning_rate': 1.0605590062111801e-05, 'epoch': 3.15}
{'loss': 2.1128, 'grad_norm': 0.5607752799987793, 'learning_rate': 1.0590062111801242e-05, 'epoch': 3.15}
{'loss': 2.0683, 'grad_norm': 0.5054099559783936, 'learning_rate': 1.0574534161490684e-05, 'epoch': 3.15}
{'loss': 2.0221, 'grad_norm': 0.501728355884552, 'learning_rate': 1.0559006211180125e-05, 'epoch': 3.15}
{'loss': 2.0723, 'grad_norm': 0.5191937685012817, 'learning_rate': 1.0543478260869566e-05, 'epoch': 3.16}
{'loss': 2.1825, 'grad_norm': 0.5963326096534729, 'learning_rate': 1.0527950310559007e-05, 'epoch': 3.16}
{'loss': 2.1439, 'grad_norm': 0.5475109815597534, 'learning_rate': 1.0512422360248447e-05, 'epoch': 3.16}
{'loss': 2.0777, 'grad_norm': 0.5723307728767395, 'learning_rate': 1.049689440993789e-05, 'epoch': 3.16}
{'loss': 2.09, 'grad_norm': 0.49173665046691895, 'learning_rate': 1.048136645962733e-05, 'epoch': 3.16}
{'loss': 2.0691, 'grad_norm': 0.5681782960891724, 'learning_rate': 1.046583850931677e-05, 'epoch': 3.16}
{'loss': 2.099, 'grad_norm': 0.5270373225212097, 'learning_rate': 1.0450310559006212e-05, 'epoch': 3.16}
{'loss': 2.1976, 'grad_norm': 0.5336450934410095, 'learning_rate': 1.0434782608695651e-05, 'epoch': 3.16}
{'loss': 2.1164, 'grad_norm': 0.5765148997306824, 'learning_rate': 1.0419254658385094e-05, 'epoch': 3.17}
{'loss': 2.1426, 'grad_norm': 0.6557281613349915, 'learning_rate': 1.0403726708074535e-05, 'epoch': 3.17}
{'loss': 2.0811, 'grad_norm': 0.5218484401702881, 'learning_rate': 1.0388198757763975e-05, 'epoch': 3.17}
{'loss': 2.1918, 'grad_norm': 0.577523946762085, 'learning_rate': 1.0372670807453416e-05, 'epoch': 3.17}
{'loss': 2.064, 'grad_norm': 0.5338542461395264, 'learning_rate': 1.0357142857142859e-05, 'epoch': 3.17}
{'loss': 2.1244, 'grad_norm': 0.527836263179779, 'learning_rate': 1.0341614906832299e-05, 'epoch': 3.17}
{'loss': 2.1244, 'grad_norm': 0.5434262156486511, 'learning_rate': 1.032608695652174e-05, 'epoch': 3.17}
{'loss': 2.1186, 'grad_norm': 0.5864642262458801, 'learning_rate': 1.0310559006211181e-05, 'epoch': 3.17}
{'loss': 2.1099, 'grad_norm': 0.5203138589859009, 'learning_rate': 1.029503105590062e-05, 'epoch': 3.18}
{'loss': 2.1255, 'grad_norm': 0.5457963347434998, 'learning_rate': 1.0279503105590064e-05, 'epoch': 3.18}
{'loss': 2.0905, 'grad_norm': 0.5976501107215881, 'learning_rate': 1.0263975155279503e-05, 'epoch': 3.18}
{'loss': 2.1422, 'grad_norm': 0.5497921705245972, 'learning_rate': 1.0248447204968944e-05, 'epoch': 3.18}
{'loss': 2.1146, 'grad_norm': 0.4998462498188019, 'learning_rate': 1.0232919254658386e-05, 'epoch': 3.18}
{'loss': 2.0781, 'grad_norm': 0.5198665857315063, 'learning_rate': 1.0217391304347827e-05, 'epoch': 3.18}
{'loss': 2.1592, 'grad_norm': 0.5818914771080017, 'learning_rate': 1.0201863354037268e-05, 'epoch': 3.18}
{'loss': 2.0685, 'grad_norm': 0.5868327617645264, 'learning_rate': 1.018633540372671e-05, 'epoch': 3.18}
{'loss': 2.1101, 'grad_norm': 0.5790905356407166, 'learning_rate': 1.0170807453416149e-05, 'epoch': 3.19}
{'loss': 2.1671, 'grad_norm': 0.5970470309257507, 'learning_rate': 1.015527950310559e-05, 'epoch': 3.19}
{'loss': 2.0526, 'grad_norm': 0.5285858511924744, 'learning_rate': 1.0139751552795031e-05, 'epoch': 3.19}
{'loss': 2.0775, 'grad_norm': 0.5162390470504761, 'learning_rate': 1.0124223602484473e-05, 'epoch': 3.19}
{'loss': 2.183, 'grad_norm': 0.5188305377960205, 'learning_rate': 1.0108695652173914e-05, 'epoch': 3.19}
{'loss': 2.0519, 'grad_norm': 0.5242581963539124, 'learning_rate': 1.0093167701863353e-05, 'epoch': 3.19}
{'loss': 2.0982, 'grad_norm': 0.611265242099762, 'learning_rate': 1.0077639751552795e-05, 'epoch': 3.19}
{'loss': 2.1603, 'grad_norm': 0.5387166142463684, 'learning_rate': 1.0062111801242238e-05, 'epoch': 3.19}
{'loss': 2.1627, 'grad_norm': 0.9028255343437195, 'learning_rate': 1.0046583850931677e-05, 'epoch': 3.2}
{'loss': 2.0903, 'grad_norm': 0.5569561719894409, 'learning_rate': 1.0031055900621118e-05, 'epoch': 3.2}
{'loss': 2.0887, 'grad_norm': 0.5272945165634155, 'learning_rate': 1.001552795031056e-05, 'epoch': 3.2}
{'loss': 2.0375, 'grad_norm': 0.5849564671516418, 'learning_rate': 1e-05, 'epoch': 3.2}
{'loss': 2.1584, 'grad_norm': 0.5277819633483887, 'learning_rate': 9.984472049689442e-06, 'epoch': 3.2}
{'loss': 2.0001, 'grad_norm': 0.5565629601478577, 'learning_rate': 9.968944099378882e-06, 'epoch': 3.2}
{'loss': 2.1313, 'grad_norm': 0.5371649265289307, 'learning_rate': 9.953416149068323e-06, 'epoch': 3.2}
{'loss': 2.2396, 'grad_norm': 0.5540412664413452, 'learning_rate': 9.937888198757764e-06, 'epoch': 3.2}
{'loss': 2.071, 'grad_norm': 0.5134996771812439, 'learning_rate': 9.922360248447205e-06, 'epoch': 3.21}
{'loss': 2.112, 'grad_norm': 0.9575944542884827, 'learning_rate': 9.906832298136647e-06, 'epoch': 3.21}
{'loss': 2.0786, 'grad_norm': 0.5679850578308105, 'learning_rate': 9.891304347826088e-06, 'epoch': 3.21}
{'loss': 2.0558, 'grad_norm': 0.5358431339263916, 'learning_rate': 9.875776397515527e-06, 'epoch': 3.21}
{'loss': 2.1586, 'grad_norm': 0.5956532955169678, 'learning_rate': 9.86024844720497e-06, 'epoch': 3.21}
{'loss': 2.0824, 'grad_norm': 0.5064706802368164, 'learning_rate': 9.844720496894411e-06, 'epoch': 3.21}
{'loss': 2.0662, 'grad_norm': 0.8049643039703369, 'learning_rate': 9.829192546583851e-06, 'epoch': 3.21}
{'loss': 2.137, 'grad_norm': 3.167888879776001, 'learning_rate': 9.813664596273292e-06, 'epoch': 3.21}
{'loss': 2.1274, 'grad_norm': 0.5651336312294006, 'learning_rate': 9.798136645962734e-06, 'epoch': 3.22}
{'loss': 2.1648, 'grad_norm': 0.5379664897918701, 'learning_rate': 9.782608695652175e-06, 'epoch': 3.22}
{'loss': 2.0647, 'grad_norm': 0.520388662815094, 'learning_rate': 9.767080745341616e-06, 'epoch': 3.22}
{'loss': 2.12, 'grad_norm': 0.5533591508865356, 'learning_rate': 9.751552795031056e-06, 'epoch': 3.22}
{'loss': 2.0978, 'grad_norm': 0.5392449498176575, 'learning_rate': 9.736024844720497e-06, 'epoch': 3.22}
{'loss': 2.1553, 'grad_norm': 0.5158087611198425, 'learning_rate': 9.72049689440994e-06, 'epoch': 3.22}
{'loss': 2.1601, 'grad_norm': 0.5970444679260254, 'learning_rate': 9.70496894409938e-06, 'epoch': 3.22}
{'loss': 2.0851, 'grad_norm': 0.5483060479164124, 'learning_rate': 9.68944099378882e-06, 'epoch': 3.22}
{'loss': 2.0035, 'grad_norm': 0.4951869249343872, 'learning_rate': 9.673913043478262e-06, 'epoch': 3.23}
{'loss': 2.0948, 'grad_norm': 0.5720349550247192, 'learning_rate': 9.658385093167701e-06, 'epoch': 3.23}
{'loss': 2.1394, 'grad_norm': 0.4905239939689636, 'learning_rate': 9.642857142857144e-06, 'epoch': 3.23}
{'loss': 2.1616, 'grad_norm': 0.9967679381370544, 'learning_rate': 9.627329192546584e-06, 'epoch': 3.23}
{'eval_loss': 1.6265709400177002, 'eval_runtime': 5.5348, 'eval_samples_per_second': 160.439, 'eval_steps_per_second': 10.118, 'epoch': 3.23}
{'loss': 2.1167, 'grad_norm': 0.5779309272766113, 'learning_rate': 9.611801242236025e-06, 'epoch': 3.23}
{'loss': 2.1019, 'grad_norm': 0.5229970812797546, 'learning_rate': 9.596273291925466e-06, 'epoch': 3.23}
{'loss': 2.0738, 'grad_norm': 0.507659375667572, 'learning_rate': 9.580745341614907e-06, 'epoch': 3.23}
{'loss': 2.1608, 'grad_norm': 0.5617683529853821, 'learning_rate': 9.565217391304349e-06, 'epoch': 3.23}
{'loss': 2.0322, 'grad_norm': 0.8208845257759094, 'learning_rate': 9.54968944099379e-06, 'epoch': 3.24}
{'loss': 2.0554, 'grad_norm': 0.5352239608764648, 'learning_rate': 9.53416149068323e-06, 'epoch': 3.24}
{'loss': 2.1509, 'grad_norm': 0.5407543182373047, 'learning_rate': 9.51863354037267e-06, 'epoch': 3.24}
{'loss': 2.1357, 'grad_norm': 0.5249962210655212, 'learning_rate': 9.503105590062112e-06, 'epoch': 3.24}
{'loss': 2.1253, 'grad_norm': 0.542360782623291, 'learning_rate': 9.487577639751553e-06, 'epoch': 3.24}
{'loss': 2.0769, 'grad_norm': 0.5488809943199158, 'learning_rate': 9.472049689440994e-06, 'epoch': 3.24}
{'loss': 2.2017, 'grad_norm': 1.0601879358291626, 'learning_rate': 9.456521739130434e-06, 'epoch': 3.24}
{'loss': 2.1253, 'grad_norm': 0.5208202004432678, 'learning_rate': 9.440993788819877e-06, 'epoch': 3.24}
{'loss': 2.0507, 'grad_norm': 0.530315101146698, 'learning_rate': 9.425465838509318e-06, 'epoch': 3.25}
{'loss': 2.0789, 'grad_norm': 0.5302707552909851, 'learning_rate': 9.409937888198758e-06, 'epoch': 3.25}
{'loss': 2.1087, 'grad_norm': 0.6182884573936462, 'learning_rate': 9.394409937888199e-06, 'epoch': 3.25}
{'loss': 2.1292, 'grad_norm': 0.5466217994689941, 'learning_rate': 9.37888198757764e-06, 'epoch': 3.25}
{'loss': 2.1193, 'grad_norm': 0.5257593393325806, 'learning_rate': 9.363354037267081e-06, 'epoch': 3.25}
{'loss': 2.0748, 'grad_norm': 0.5108529925346375, 'learning_rate': 9.347826086956523e-06, 'epoch': 3.25}
{'loss': 2.1231, 'grad_norm': 0.5109330415725708, 'learning_rate': 9.332298136645964e-06, 'epoch': 3.25}
{'loss': 2.101, 'grad_norm': 0.5830898880958557, 'learning_rate': 9.316770186335403e-06, 'epoch': 3.25}
{'loss': 2.1036, 'grad_norm': 0.49459514021873474, 'learning_rate': 9.301242236024846e-06, 'epoch': 3.26}
{'loss': 2.1246, 'grad_norm': 0.5026091933250427, 'learning_rate': 9.285714285714286e-06, 'epoch': 3.26}
{'loss': 2.0347, 'grad_norm': 0.5351468920707703, 'learning_rate': 9.270186335403727e-06, 'epoch': 3.26}
{'loss': 2.1437, 'grad_norm': 0.5124866366386414, 'learning_rate': 9.254658385093168e-06, 'epoch': 3.26}
{'loss': 2.1706, 'grad_norm': 0.6572543382644653, 'learning_rate': 9.239130434782608e-06, 'epoch': 3.26}
{'loss': 2.1394, 'grad_norm': 0.6285693645477295, 'learning_rate': 9.22360248447205e-06, 'epoch': 3.26}
{'loss': 2.143, 'grad_norm': 0.5704751014709473, 'learning_rate': 9.208074534161492e-06, 'epoch': 3.26}
{'loss': 2.2255, 'grad_norm': 5.7084150314331055, 'learning_rate': 9.192546583850932e-06, 'epoch': 3.26}
{'loss': 2.0091, 'grad_norm': 0.567878246307373, 'learning_rate': 9.177018633540373e-06, 'epoch': 3.27}
{'loss': 2.1548, 'grad_norm': 0.5214811563491821, 'learning_rate': 9.161490683229814e-06, 'epoch': 3.27}
{'loss': 2.0864, 'grad_norm': 0.5460938811302185, 'learning_rate': 9.145962732919255e-06, 'epoch': 3.27}
{'loss': 2.0754, 'grad_norm': 0.5200795531272888, 'learning_rate': 9.130434782608697e-06, 'epoch': 3.27}
{'loss': 2.0452, 'grad_norm': 0.8356907367706299, 'learning_rate': 9.114906832298136e-06, 'epoch': 3.27}
{'loss': 2.0999, 'grad_norm': 0.5516785979270935, 'learning_rate': 9.099378881987577e-06, 'epoch': 3.27}
{'loss': 2.101, 'grad_norm': 0.5126422643661499, 'learning_rate': 9.08385093167702e-06, 'epoch': 3.27}
{'loss': 2.2083, 'grad_norm': 0.5522761940956116, 'learning_rate': 9.06832298136646e-06, 'epoch': 3.27}
{'loss': 2.1196, 'grad_norm': 0.5467545986175537, 'learning_rate': 9.052795031055901e-06, 'epoch': 3.28}
{'loss': 2.1015, 'grad_norm': 0.5462479591369629, 'learning_rate': 9.037267080745342e-06, 'epoch': 3.28}
{'loss': 2.1266, 'grad_norm': 0.5226738452911377, 'learning_rate': 9.021739130434784e-06, 'epoch': 3.28}
{'loss': 2.127, 'grad_norm': 0.5505115985870361, 'learning_rate': 9.006211180124225e-06, 'epoch': 3.28}
{'loss': 2.1139, 'grad_norm': 0.6541584134101868, 'learning_rate': 8.990683229813664e-06, 'epoch': 3.28}
{'loss': 2.0898, 'grad_norm': 0.7772793173789978, 'learning_rate': 8.975155279503106e-06, 'epoch': 3.28}
{'loss': 2.0425, 'grad_norm': 0.4776809513568878, 'learning_rate': 8.959627329192547e-06, 'epoch': 3.28}
{'loss': 2.0953, 'grad_norm': 0.8476220369338989, 'learning_rate': 8.944099378881988e-06, 'epoch': 3.28}
{'loss': 2.0713, 'grad_norm': 0.5370253324508667, 'learning_rate': 8.92857142857143e-06, 'epoch': 3.29}
{'loss': 2.1293, 'grad_norm': 0.5134398937225342, 'learning_rate': 8.91304347826087e-06, 'epoch': 3.29}
{'loss': 2.0609, 'grad_norm': 0.5339826345443726, 'learning_rate': 8.89751552795031e-06, 'epoch': 3.29}
{'loss': 2.0795, 'grad_norm': 0.540657639503479, 'learning_rate': 8.881987577639753e-06, 'epoch': 3.29}
{'loss': 2.1698, 'grad_norm': 0.5183268785476685, 'learning_rate': 8.866459627329192e-06, 'epoch': 3.29}
{'loss': 2.1723, 'grad_norm': 0.5680402517318726, 'learning_rate': 8.850931677018634e-06, 'epoch': 3.29}
{'loss': 2.0801, 'grad_norm': 0.5271395444869995, 'learning_rate': 8.835403726708075e-06, 'epoch': 3.29}
{'loss': 2.166, 'grad_norm': 0.554887592792511, 'learning_rate': 8.819875776397516e-06, 'epoch': 3.29}
{'loss': 2.0754, 'grad_norm': 0.5573593974113464, 'learning_rate': 8.804347826086957e-06, 'epoch': 3.3}
{'loss': 2.0569, 'grad_norm': 0.5514299869537354, 'learning_rate': 8.788819875776399e-06, 'epoch': 3.3}
{'loss': 2.0492, 'grad_norm': 0.5266392827033997, 'learning_rate': 8.773291925465838e-06, 'epoch': 3.3}
{'loss': 2.0769, 'grad_norm': 0.515863299369812, 'learning_rate': 8.75776397515528e-06, 'epoch': 3.3}
{'loss': 2.1369, 'grad_norm': 0.565685510635376, 'learning_rate': 8.742236024844722e-06, 'epoch': 3.3}
{'loss': 2.0749, 'grad_norm': 0.4880400598049164, 'learning_rate': 8.726708074534162e-06, 'epoch': 3.3}
{'loss': 2.1003, 'grad_norm': 0.526432991027832, 'learning_rate': 8.711180124223603e-06, 'epoch': 3.3}
{'loss': 2.1774, 'grad_norm': 0.9944193959236145, 'learning_rate': 8.695652173913044e-06, 'epoch': 3.3}
{'loss': 2.1773, 'grad_norm': 0.5741698741912842, 'learning_rate': 8.680124223602484e-06, 'epoch': 3.31}
{'loss': 2.0319, 'grad_norm': 0.5113928318023682, 'learning_rate': 8.664596273291927e-06, 'epoch': 3.31}
{'loss': 2.146, 'grad_norm': 0.5753389000892639, 'learning_rate': 8.649068322981366e-06, 'epoch': 3.31}
{'loss': 2.0998, 'grad_norm': 0.4989602267742157, 'learning_rate': 8.633540372670808e-06, 'epoch': 3.31}
{'loss': 2.1003, 'grad_norm': 0.607757031917572, 'learning_rate': 8.618012422360249e-06, 'epoch': 3.31}
